0.58 3 3
0.60 0 3
0.65 2 2
0.66 1 3
0.68 0 2
0.77 0 0
0.78 2 3
0.80 1 1
0.83 1 2
0.87 0 1
0.96 3 0
1.05 3 1
1.10 2 0
1.17 3 2
1.24 2 1
1.27 1 0
